ip,click date,Agency,product code,travel date,Continent,Country,City,Flight,Product type,Price,Travel Period,id
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,New Zealand,Rotorua,KE1,P,2790000,10,3840
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,New Zealand,Auckland,KE1,P,2790000,10,3841
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,New Zealand,Queenstown,KE1,P,2790000,10,3842
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,New Zealand,Christchurch,KE1,P,2790000,10,3843
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,Australia,Sydney,KE1,P,2790000,10,3844
59.******97,12/14/16,JU,JUSDP702KE1,1/3/17,Oceania and Pacific Islands,New Zealand,Rotorua,KE1,P,3190000,10,3845
59.******97,12/14/16,JU,JUSDP702KE1,1/3/17,Oceania and Pacific Islands,New Zealand,Auckland,KE1,P,3190000,10,3846
59.******97,12/14/16,JU,JUSDP702KE1,1/3/17,Oceania and Pacific Islands,New Zealand,Queenstown,KE1,P,3190000,10,3847
59.******97,12/14/16,JU,JUSDP702KE1,1/3/17,Oceania and Pacific Islands,New Zealand,Christchurch,KE1,P,3190000,10,3848
59.******97,12/14/16,JU,JUSDP702KE1,1/3/17,Oceania and Pacific Islands,Australia,Sydney,KE1,P,3190000,10,3849
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,New Zealand,Rotorua,KE1,P,2790000,10,3850
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,New Zealand,Auckland,KE1,P,2790000,10,3851
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,New Zealand,Queenstown,KE1,P,2790000,10,3852
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,New Zealand,Christchurch,KE1,P,2790000,10,3853
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,Australia,Sydney,KE1,P,2790000,10,3854
219******36.171,12/14/16,MD,MDEWP331AF,1/31/17,Europe,France,Paris,AF,P,1890000,8,3855
219******36.171,12/14/16,MD,MDEWP331AF,1/31/17,Europe,Italy,Florence,AF,P,1890000,8,3856
219******36.171,12/14/16,MD,MDEWP331AF,1/31/17,Europe,Italy,Milan,AF,P,1890000,8,3857
219******36.171,12/14/16,MD,MDEWP331AF,1/31/17,Europe,Italy,Rome,AF,P,1890000,8,3858
219******36.171,12/14/16,MD,MDEWP331AF,1/31/17,Europe,Swiss,Zurich,AF,P,1890000,8,3859
219******36.171,12/14/16,MD,MDEWP331AF,1/31/17,Europe,Swiss,Interlaken,AF,P,1890000,8,3860
219******36.171,12/14/16,MD,MDEWP331AF,1/31/17,Europe,Italy,Venice,AF,P,1890000,8,3861
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Germany,Frankfurt,KEV,P,3290000,10,3862
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Germany,Heidelberg,KEV,P,3290000,10,3863
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Swiss,Lausanne,KEV,P,3290000,10,3864
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Swiss,Interlaken,KEV,P,3290000,10,3865
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Austria,Innsbruck,KEV,P,3290000,10,3866
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,France,Paris,KEV,P,3290000,10,3867
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Italy,Rome,KEV,P,3290000,10,3868
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Italy,Milan,KEV,P,3290000,10,3869
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Italy,Venice,KEV,P,3290000,10,3870
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Italy,Florence,KEV,P,3290000,10,3871
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Italy,Pisa,KEV,P,3290000,10,3872
219******36.171,12/14/16,HN,HNEWP301KEV,12/31/16,Europe,Germany,Frankfurt,KEV,P,3190000,10,3873
219******36.171,12/14/16,HN,HNEWP301KEV,12/31/16,Europe,Germany,Heidelberg,KEV,P,3190000,10,3874
219******36.171,12/14/16,HN,HNEWP301KEV,12/31/16,Europe,Swiss,Lausanne,KEV,P,3190000,10,3875
219******36.171,12/14/16,HN,HNEWP301KEV,12/31/16,Europe,Swiss,Interlaken,KEV,P,3190000,10,3876
219******36.171,12/14/16,HN,HNEWP301KEV,12/31/16,Europe,Austria,Innsbruck,KEV,P,3190000,10,3877
219******36.171,12/14/16,HN,HNEWP301KEV,12/31/16,Europe,France,Paris,KEV,P,3190000,10,3878
219******36.171,12/14/16,HN,HNEWP301KEV,12/31/16,Europe,Italy,Rome,KEV,P,3190000,10,3879
219******36.171,12/14/16,HN,HNEWP301KEV,12/31/16,Europe,Italy,Milan,KEV,P,3190000,10,3880
219******36.171,12/14/16,HN,HNEWP301KEV,12/31/16,Europe,Italy,Venice,KEV,P,3190000,10,3881
219******36.171,12/14/16,HN,HNEWP301KEV,12/31/16,Europe,Italy,Florence,KEV,P,3190000,10,3882
219******36.171,12/14/16,HN,HNEWP301KEV,12/31/16,Europe,Italy,Pisa,KEV,P,3190000,10,3883
219******36.171,12/14/16,HN,HNEWP301KEV,1/7/17,Europe,Germany,Frankfurt,KEV,P,3190000,10,3884
219******36.171,12/14/16,HN,HNEWP301KEV,1/7/17,Europe,Germany,Heidelberg,KEV,P,3190000,10,3885
219******36.171,12/14/16,HN,HNEWP301KEV,1/7/17,Europe,Swiss,Lausanne,KEV,P,3190000,10,3886
219******36.171,12/14/16,HN,HNEWP301KEV,1/7/17,Europe,Swiss,Interlaken,KEV,P,3190000,10,3887
219******36.171,12/14/16,HN,HNEWP301KEV,1/7/17,Europe,Austria,Innsbruck,KEV,P,3190000,10,3888
219******36.171,12/14/16,HN,HNEWP301KEV,1/7/17,Europe,France,Paris,KEV,P,3190000,10,3889
219******36.171,12/14/16,HN,HNEWP301KEV,1/7/17,Europe,Italy,Rome,KEV,P,3190000,10,3890
219******36.171,12/14/16,HN,HNEWP301KEV,1/7/17,Europe,Italy,Milan,KEV,P,3190000,10,3891
219******36.171,12/14/16,HN,HNEWP301KEV,1/7/17,Europe,Italy,Venice,KEV,P,3190000,10,3892
219******36.171,12/14/16,HN,HNEWP301KEV,1/7/17,Europe,Italy,Florence,KEV,P,3190000,10,3893
219******36.171,12/14/16,HN,HNEWP301KEV,1/7/17,Europe,Italy,Pisa,KEV,P,3190000,10,3894
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Germany,Frankfurt,KEV,P,3290000,10,3895
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Germany,Heidelberg,KEV,P,3290000,10,3896
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Swiss,Lausanne,KEV,P,3290000,10,3897
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Swiss,Interlaken,KEV,P,3290000,10,3898
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Austria,Innsbruck,KEV,P,3290000,10,3899
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,France,Paris,KEV,P,3290000,10,3900
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Italy,Rome,KEV,P,3290000,10,3901
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Italy,Milan,KEV,P,3290000,10,3902
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Italy,Venice,KEV,P,3290000,10,3903
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Italy,Florence,KEV,P,3290000,10,3904
219******36.171,12/14/16,HN,HNEWP301KEV,1/2/17,Europe,Italy,Pisa,KEV,P,3290000,10,3905
219******36.171,12/14/16,HN,HNEWP301KEV,2/11/17,Europe,Germany,Frankfurt,KEV,P,2990000,10,3906
219******36.171,12/14/16,HN,HNEWP301KEV,2/11/17,Europe,Germany,Heidelberg,KEV,P,2990000,10,3907
219******36.171,12/14/16,HN,HNEWP301KEV,2/11/17,Europe,Swiss,Lausanne,KEV,P,2990000,10,3908
219******36.171,12/14/16,HN,HNEWP301KEV,2/11/17,Europe,Swiss,Interlaken,KEV,P,2990000,10,3909
219******36.171,12/14/16,HN,HNEWP301KEV,2/11/17,Europe,Austria,Innsbruck,KEV,P,2990000,10,3910
219******36.171,12/14/16,HN,HNEWP301KEV,2/11/17,Europe,France,Paris,KEV,P,2990000,10,3911
219******36.171,12/14/16,HN,HNEWP301KEV,2/11/17,Europe,Italy,Rome,KEV,P,2990000,10,3912
219******36.171,12/14/16,HN,HNEWP301KEV,2/11/17,Europe,Italy,Milan,KEV,P,2990000,10,3913
219******36.171,12/14/16,HN,HNEWP301KEV,2/11/17,Europe,Italy,Venice,KEV,P,2990000,10,3914
219******36.171,12/14/16,HN,HNEWP301KEV,2/11/17,Europe,Italy,Florence,KEV,P,2990000,10,3915
219******36.171,12/14/16,HN,HNEWP301KEV,2/11/17,Europe,Italy,Pisa,KEV,P,2990000,10,3916
175******5.41,12/14/16,JU,JUAVP2097C2,2/2/17,Asia,Vietnam,Hanoi,7C2,P,499000,5,3917
175******5.41,12/14/16,JU,JUAVP2097C2,2/2/17,Asia,Vietnam,Halong Bay,7C2,P,499000,5,3918
175******5.41,12/14/16,JU,JUAVP2097C2,2/22/17,Asia,Vietnam,Hanoi,7C2,P,499000,5,3919
175******5.41,12/14/16,JU,JUAVP2097C2,2/22/17,Asia,Vietnam,Halong Bay,7C2,P,499000,5,3920
219******36.171,12/14/16,HJ,HJKW41495BA0,2/11/17,Europe,Swiss,Lucerne,BA0,P,2099000,9,3921
219******36.171,12/14/16,HJ,HJKW41495BA0,2/11/17,Europe,England,London,BA0,P,2099000,9,3922
219******36.171,12/14/16,HJ,HJKW41495BA0,2/11/17,Europe,France,Paris,BA0,P,2099000,9,3923
219******36.171,12/14/16,HJ,HJKW41495BA0,2/11/17,Europe,Italy,Rome,BA0,P,2099000,9,3924
219******36.171,12/14/16,HJ,HJKW41495BA0,2/11/17,Europe,Italy,Milan,BA0,P,2099000,9,3925
219******36.171,12/14/16,HJ,HJKW41495BA0,2/11/17,Europe,Italy,Pisa,BA0,P,2099000,9,3926
183******28.174,12/14/16,JU,JUCIP112MU2,12/22/16,Asia,China,Jubu,MU2,P,299000,5,3927
183******28.174,12/14/16,JU,JUCIP112MU2,12/22/16,Asia,China,Jinan,MU2,P,299000,5,3928
183******28.174,12/14/16,JU,JUCIP112MU2,12/22/16,Asia,China,Qingdao,MU2,P,299000,5,3929
183******28.174,12/14/16,JU,JUCIP112MU2,12/22/16,Asia,China,Imprisonment,MU2,P,299000,5,3930
183******28.174,12/14/16,JU,JUCBP235KE8,12/22/16,Asia,Republic of Korea,Kim-Po,KE8,P,299000,4,3931
183******28.174,12/14/16,JU,JUCBP235KE8,12/22/16,Asia,China,Beijing,KE8,P,299000,4,3932
183******28.174,12/14/16,JU,JUCBP235KE8,12/22/16,Asia,China,Tianjin,KE8,P,299000,4,3933
59.******.236,12/14/16,HN,HNABP100LJB,2/15/17,Asia,Thailand,Phuket,LJB,P,663000,5,3934
59.******.236,12/14/16,JU,JUABP6717C2,2/15/17,Asia,Thailand,Bangkok,7C2,P,689000,5,3935
59.******.236,12/14/16,JU,JUABP6717C2,2/15/17,Asia,Thailand,Pattaya,7C2,P,689000,5,3936
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,New Zealand,Rotorua,KE1,P,2790000,10,3937
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,New Zealand,Auckland,KE1,P,2790000,10,3938
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,New Zealand,Queenstown,KE1,P,2790000,10,3939
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,New Zealand,Christchurch,KE1,P,2790000,10,3940
59.******97,12/14/16,JU,JUSDP702KE1,2/12/17,Oceania and Pacific Islands,Australia,Sydney,KE1,P,2790000,10,3941
211******.253,12/14/16,KR,KR150201693KE,2/9/17,Europe,Monaco,Monaco,KE,P,2290000,9,3942
211******.253,12/14/16,KR,KR150201693KE,2/9/17,Europe,Swiss,Interlaken,KE,P,2290000,9,3943
211******.253,12/14/16,KR,KR150201693KE,2/9/17,Europe,France,Nice,KE,P,2290000,9,3944
211******.253,12/14/16,KR,KR150201693KE,2/9/17,Europe,France,Paris,KE,P,2290000,9,3945
211******.253,12/14/16,KR,KR150201693KE,2/9/17,Europe,Italy,Rome,KE,P,2290000,9,3946
211******.253,12/14/16,KR,KR150201693KE,2/9/17,Europe,Italy,Milan,KE,P,2290000,9,3947
211******.253,12/14/16,KR,KR150201693KE,2/9/17,Europe,Italy,Venice,KE,P,2290000,9,3948
211******.253,12/14/16,KR,KR150201693KE,2/9/17,Europe,Italy,Pompeii,KE,P,2290000,9,3949
211******.253,12/14/16,KR,KR150201693KE,2/9/17,Europe,Italy,Florence,KE,P,2290000,9,3950
116******42.140,12/14/16,MD,MDBTP110TGC6,12/30/16,Asia,Thailand,Chiang Rai,TGC6,P,1099000,6,3951
116******42.140,12/14/16,MD,MDBTP110TGC6,12/30/16,Asia,Thailand,Chiang Mai,TGC6,P,1099000,6,3952
116******42.140,12/14/16,HN,HNAPP100OZ1,12/31/16,Asia,Philippines,Manila,OZ1,P,559000,5,3953
49.******.187,12/14/16,LT093,LT0937496AAARS,1/7/17,Asia,Malaysia,Kota Kinabalu,RS,P,899000,5,3954
49.******.187,12/14/16,LT093,LT0937496AAARS,1/8/17,Asia,Malaysia,Kota Kinabalu,RS,P,899000,5,3955
114******75.154,12/14/16,MD,MDAVP6037C1O,12/29/16,Asia,Vietnam,Danang,7C1O,P,649000,5,3956
114******75.154,12/14/16,MD,MDAVP6037C1O,12/29/16,Asia,Vietnam,Hoi An,7C1O,P,649000,5,3957
114******75.154,12/14/16,MD,MDAVP6037C1O,12/29/16,Asia,Vietnam,Hue,7C1O,P,649000,5,3958
114******75.154,12/14/16,MD,MDAVP6037C1O,12/29/16,Asia,Vietnam,Danang,7C1O,P,649000,5,3959
114******75.154,12/14/16,MD,MDAVP6037C1O,12/29/16,Asia,Vietnam,Hoi An,7C1O,P,649000,5,3960
114******75.154,12/14/16,MD,MDAVP6037C1O,12/29/16,Asia,Vietnam,Hue,7C1O,P,649000,5,3961
114******75.154,12/14/16,MD,MDAVP6037C1O,12/29/16,Asia,Vietnam,Danang,7C1O,P,649000,5,3962
114******75.154,12/14/16,MD,MDAVP6037C1O,12/29/16,Asia,Vietnam,Hoi An,7C1O,P,649000,5,3963
114******75.154,12/14/16,MD,MDAVP6037C1O,12/29/16,Asia,Vietnam,Hue,7C1O,P,649000,5,3964
59.******97,12/14/16,MD,MDAHE402NXDT,12/20/16,Asia,Macau,Macau,NXDT,P,799000,4,3965
59.******97,12/14/16,MD,MDAHE402NXDT,12/20/16,Asia,China,Macau 1,NXDT,P,799000,4,3966
59.******97,12/14/16,MD,MDAHE402NXDT,12/20/16,Asia,Hong Kong,Kowloon,NXDT,P,799000,4,3967
59.******97,12/14/16,MD,MDAHE402NXDT,12/20/16,Asia,Hong Kong,New Territories,NXDT,P,799000,4,3968
59.******97,12/14/16,MD,MDAHE402NXDT,12/20/16,Asia,Hong Kong,Hong Kong,NXDT,P,799000,4,3969
59.******97,12/14/16,MD,MDAHE402NXDT,12/23/16,Asia,Macau,Macau,NXDT,P,849000,4,3970
59.******97,12/14/16,MD,MDAHE402NXDT,12/23/16,Asia,China,Macau 1,NXDT,P,849000,4,3971
59.******97,12/14/16,MD,MDAHE402NXDT,12/23/16,Asia,Hong Kong,Kowloon,NXDT,P,849000,4,3972
59.******97,12/14/16,MD,MDAHE402NXDT,12/23/16,Asia,Hong Kong,New Territories,NXDT,P,849000,4,3973
59.******97,12/14/16,MD,MDAHE402NXDT,12/23/16,Asia,Hong Kong,Hong Kong,NXDT,P,849000,4,3974
59.******97,12/14/16,MD,MDAHE402NXDT,12/18/16,Asia,Macau,Macau,NXDT,P,749000,4,3975
59.******97,12/14/16,MD,MDAHE402NXDT,12/18/16,Asia,China,Macau 1,NXDT,P,749000,4,3976
59.******97,12/14/16,MD,MDAHE402NXDT,12/18/16,Asia,Hong Kong,Kowloon,NXDT,P,749000,4,3977
59.******97,12/14/16,MD,MDAHE402NXDT,12/18/16,Asia,Hong Kong,New Territories,NXDT,P,749000,4,3978
59.******97,12/14/16,MD,MDAHE402NXDT,12/18/16,Asia,Hong Kong,Hong Kong,NXDT,P,749000,4,3979
223******.247,12/14/16,KR,KR150200884KE,2/15/17,Europe,Turkey,Istanbul,KE,P,799000,9,3980
223******.247,12/14/16,KR,KR150200884KE,2/15/17,Europe,Turkey,Pamukkale,KE,P,799000,9,3981
223******.247,12/14/16,KR,KR150200884KE,2/15/17,Europe,Turkey,Aygall,KE,P,799000,9,3982
223******.247,12/14/16,KR,KR150200884KE,2/15/17,Europe,Turkey,Antalya,KE,P,799000,9,3983
223******.247,12/14/16,KR,KR150200884KE,2/15/17,Europe,Turkey,Konya,KE,P,799000,9,3984
223******.247,12/14/16,KR,KR150200884KE,2/15/17,Europe,Turkey,Troy,KE,P,799000,9,3985
223******.247,12/14/16,KR,KR150200884KE,2/19/17,Europe,Turkey,Istanbul,KE,P,799000,9,3986
223******.247,12/14/16,KR,KR150200884KE,2/19/17,Europe,Turkey,Pamukkale,KE,P,799000,9,3987
223******.247,12/14/16,KR,KR150200884KE,2/19/17,Europe,Turkey,Aygall,KE,P,799000,9,3988
223******.247,12/14/16,KR,KR150200884KE,2/19/17,Europe,Turkey,Antalya,KE,P,799000,9,3989
223******.247,12/14/16,KR,KR150200884KE,2/19/17,Europe,Turkey,Konya,KE,P,799000,9,3990
223******.247,12/14/16,KR,KR150200884KE,2/19/17,Europe,Turkey,Troy,KE,P,799000,9,3991
116******3.99,12/14/16,HN,HNCHA823ZE8,2/23/17,Asia,Hong Kong,Hong Kong,ZE8,F,791000,3,3992
116******3.99,12/14/16,HJ,HJKW18922KE6,3/23/17,Asia,Hong Kong,Hong Kong,KE6,P,699000,3,3993
59.******97,12/14/16,JU,JUCQP407RS5,12/23/16,Asia,Macau,Macau,RS5,P,699000,4,3994
59.******97,12/14/16,JU,JUCQP407RS5,12/28/16,Asia,Macau,Macau,RS5,P,599000,4,3995
59.******97,12/14/16,JU,JUCQP407RS5,12/23/16,Asia,Macau,Macau,RS5,P,699000,4,3996
116******3.99,12/14/16,HJ,HJKW18922KE6,2/23/17,Asia,Hong Kong,Hong Kong,KE6,P,899000,3,3997
59.******97,12/14/16,JU,JUCQP407RS5,12/30/16,Asia,Macau,Macau,RS5,P,699000,4,3998
59.******97,12/14/16,JU,JUCQP407RS5,1/6/17,Asia,Macau,Macau,RS5,P,649000,4,3999
59.******97,12/14/16,JU,JUCQP407RS5,1/13/17,Asia,Macau,Macau,RS5,P,649000,4,4000
59.******97,12/14/16,JU,JUCQP407RS5,1/31/17,Asia,Macau,Macau,RS5,P,569000,4,4001
59.******97,12/14/16,JU,JUCQP407RS5,2/1/17,Asia,Macau,Macau,RS5,P,599000,4,4002
59.******97,12/14/16,JU,JUCQP407RS5,2/5/17,Asia,Macau,Macau,RS5,P,599000,4,4003
223******3.96,12/14/16,HN,HNJKP500KEZ,1/21/17,Asia,Japan,Beppu,KEZ,P,729000,3,4004
223******3.96,12/14/16,HN,HNJKP500KEZ,1/21/17,Asia,Japan,Oita,KEZ,P,729000,3,4005
223******3.96,12/14/16,HN,HNJKP500KEZ,1/21/17,Asia,Japan,Yufuin,KEZ,P,729000,3,4006
223******3.96,12/14/16,HN,HNJKP500KEZ,1/21/17,Asia,Japan,Fukuoka,KEZ,P,729000,3,4007
223******3.96,12/14/16,HN,HNJKP500KEZ,1/21/17,Asia,Japan,Aso,KEZ,P,729000,3,4008
125******52.13,12/14/16,HJ,HJKW19124PR4,1/21/17,Asia,Philippines,Boracay,PR4,P,1699000,5,4009
114******84.110,12/14/16,HN,HNJOB561ZE4,2/6/17,Asia,Japan,Osaka,ZE4,F,320000,4,4010
125******33.109,12/14/16,HJ,HJKW18922KE6,12/28/16,Asia,Hong Kong,Hong Kong,KE6,P,799000,3,4011
125******33.109,12/14/16,HN,HNABP100LJB,12/29/16,Asia,Thailand,Phuket,LJB,P,723000,5,4012
1.2******.152,12/15/16,HN,HNAPP1005J2,1/27/17,Asia,Philippines,Manila,5J2,P,659000,4,4013
1.2******.152,12/15/16,JU,JUAUP704OZ7,1/27/17,Asia,Vietnam,Danang,OZ7,P,1149000,5,4014
1.2******.152,12/15/16,JU,JUAUP704OZ7,1/27/17,Asia,Vietnam,Hoi An,OZ7,P,1149000,5,4015
1.2******.152,12/15/16,JU,JUCFP234KE8,1/27/17,Asia,China,Qingdao,KE8,P,599000,3,4016
1.2******.152,12/15/16,MD,MDAPP401Z2L3,1/27/17,Asia,Philippines,Details,Z2L3,P,1349000,4,4017
1.2******.152,12/15/16,HN,HNAPP116Z27,1/27/17,Asia,Philippines,Boracay,Z27,P,1709000,4,4018
211******07.90,12/15/16,MD,MDAPE320PRM7,1/5/17,Asia,Philippines,Boracay,PRM7,P,1009000,5,4019
175******1.62,12/15/16,HN,HNCHA823ZE8,1/7/17,Asia,Hong Kong,Hong Kong,ZE8,F,621000,3,4020
14.******.20,12/15/16,HN,HNJOB561ZE4,1/22/17,Asia,Japan,Osaka,ZE4,F,350000,4,4021
14.******.20,12/15/16,HN,HNJKP764BKA,1/22/17,Asia,Japan,Beppu,BKA,P,475000,4,4022
14.******.20,12/15/16,HN,HNJKP764BKA,1/22/17,Asia,Japan,Yufuin,BKA,P,475000,4,4023
14.******.20,12/15/16,HN,HNJKP764BKA,1/22/17,Asia,Japan,Fukuoka,BKA,P,475000,4,4024
14.******.20,12/15/16,HN,HNJKP764BKA,1/22/17,Asia,Japan,Shimonoseki,BKA,P,475000,4,4025
116******10.176,12/15/16,KR,KR150201390KE,2/7/17,Europe,Germany,Dresden,KE,P,1690000,9,4026
116******10.176,12/15/16,KR,KR150201390KE,2/7/17,Europe,Germany,Berlin,KE,P,1690000,9,4027
116******10.176,12/15/16,KR,KR150201390KE,2/7/17,Europe,Austria,Vienna,KE,P,1690000,9,4028
116******10.176,12/15/16,KR,KR150201390KE,2/7/17,Europe,Austria,Hallstatt,KE,P,1690000,9,4029
116******10.176,12/15/16,KR,KR150201390KE,2/7/17,Europe,Czech Republic,Prague,KE,P,1690000,9,4030
116******10.176,12/15/16,KR,KR150201390KE,2/7/17,Europe,Poland,Krakow,KE,P,1690000,9,4031
116******10.176,12/15/16,KR,KR150201390KE,2/7/17,Europe,France,Strasbourg,KE,P,1690000,9,4032
116******10.176,12/15/16,KR,KR150201390KE,2/7/17,Europe,France,Colmar,KE,P,1690000,9,4033
116******10.176,12/15/16,KR,KR150201390KE,2/7/17,Europe,Hungary,Budapest,KE,P,1690000,9,4034
223******.87,12/15/16,JU,JUCQP250LJ1,12/21/16,Asia,Hong Kong,Hong Kong,LJ1,P,599000,3,4035
223******4.58,12/15/16,MD,MDATP1007C12,2/25/17,Asia,Thailand,Bangkok,7C12,P,599000,5,4036
223******4.58,12/15/16,MD,MDATP1007C12,2/25/17,Asia,Thailand,Pattaya,7C12,P,599000,5,4037
223******4.58,12/15/16,MD,MDATP1007C12,2/22/17,Asia,Thailand,Bangkok,7C12,P,589000,5,4038
223******4.58,12/15/16,MD,MDATP1007C12,2/22/17,Asia,Thailand,Pattaya,7C12,P,589000,5,4039
223******4.58,12/15/16,MD,MDATP1007C12,2/26/17,Asia,Thailand,Bangkok,7C12,P,549000,5,4040
223******4.58,12/15/16,MD,MDATP1007C12,2/26/17,Asia,Thailand,Pattaya,7C12,P,549000,5,4041
223******4.58,12/15/16,MD,MDATP1007C12,2/16/17,Asia,Thailand,Bangkok,7C12,P,589000,5,4042
223******4.58,12/15/16,MD,MDATP1007C12,2/16/17,Asia,Thailand,Pattaya,7C12,P,589000,5,4043
223******4.58,12/15/16,MD,MDATP1007C12,2/23/17,Asia,Thailand,Bangkok,7C12,P,599000,5,4044
223******4.58,12/15/16,MD,MDATP1007C12,2/23/17,Asia,Thailand,Pattaya,7C12,P,599000,5,4045
223******4.58,12/15/16,MD,MDATP1007C12,2/26/17,Asia,Thailand,Bangkok,7C12,P,549000,5,4046
223******4.58,12/15/16,MD,MDATP1007C12,2/26/17,Asia,Thailand,Pattaya,7C12,P,549000,5,4047
223******4.58,12/15/16,HN,HNAAA100TWA,2/20/17,Asia,Thailand,Bangkok,TWA,F,524600,5,4048
223******4.58,12/15/16,HN,HNAAA100TWA,2/20/17,Asia,Thailand,Pattaya,TWA,F,524600,5,4049
223******4.58,12/15/16,HN,HNAAA100TWA,2/23/17,Asia,Thailand,Bangkok,TWA,F,564600,5,4050
223******4.58,12/15/16,HN,HNAAA100TWA,2/23/17,Asia,Thailand,Pattaya,TWA,F,564600,5,4051
223******4.58,12/15/16,HN,HNAAA100TWA,2/25/17,Asia,Thailand,Bangkok,TWA,F,494600,5,4052
223******4.58,12/15/16,HN,HNAAA100TWA,2/25/17,Asia,Thailand,Pattaya,TWA,F,494600,5,4053
223******4.58,12/15/16,HN,HNAAA100TWA,2/26/17,Asia,Thailand,Bangkok,TWA,F,474600,5,4054
223******4.58,12/15/16,HN,HNAAA100TWA,2/26/17,Asia,Thailand,Pattaya,TWA,F,474600,5,4055
223******4.58,12/15/16,HN,HNAAA100TWA,2/27/17,Asia,Thailand,Bangkok,TWA,F,524600,5,4056
223******4.58,12/15/16,HN,HNAAA100TWA,2/27/17,Asia,Thailand,Pattaya,TWA,F,524600,5,4057
223******.235,12/15/16,HN,HNAPP1005J2,1/26/17,Asia,Philippines,Manila,5J2,P,659000,4,4058
223******.235,12/15/16,HN,HNAPP1005J2,1/27/17,Asia,Philippines,Manila,5J2,P,659000,4,4059
39.******2.140,12/15/16,HN,HNJKP500KEZ,1/5/17,Asia,Japan,Beppu,KEZ,P,699000,3,4060
39.******2.140,12/15/16,HN,HNJKP500KEZ,1/5/17,Asia,Japan,Oita,KEZ,P,699000,3,4061
39.******2.140,12/15/16,HN,HNJKP500KEZ,1/5/17,Asia,Japan,Yufuin,KEZ,P,699000,3,4062
39.******2.140,12/15/16,HN,HNJKP500KEZ,1/5/17,Asia,Japan,Fukuoka,KEZ,P,699000,3,4063
39.******2.140,12/15/16,HN,HNJKP500KEZ,1/5/17,Asia,Japan,Aso,KEZ,P,699000,3,4064
39.******2.140,12/15/16,HN,HNJKP500KEZ,1/31/17,Asia,Japan,Beppu,KEZ,P,569000,3,4065
39.******2.140,12/15/16,HN,HNJKP500KEZ,1/31/17,Asia,Japan,Oita,KEZ,P,569000,3,4066
39.******2.140,12/15/16,HN,HNJKP500KEZ,1/31/17,Asia,Japan,Yufuin,KEZ,P,569000,3,4067
39.******2.140,12/15/16,HN,HNJKP500KEZ,1/31/17,Asia,Japan,Fukuoka,KEZ,P,569000,3,4068
39.******2.140,12/15/16,HN,HNJKP500KEZ,1/31/17,Asia,Japan,Aso,KEZ,P,569000,3,4069
1.2******127,12/15/16,HN,HNAPP179PRY,1/10/17,Asia,Philippines,Details,PRY,P,729000,5,4070
1.2******127,12/15/16,HN,HNAPP179PRY,1/2/17,Asia,Philippines,Details,PRY,P,589000,5,4071
